ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0023061	GO:0023061	signal release	57/1648	470/18903	0.00681003162795775	0.0432304917244602	0.0322271460433754	ABAT/ACSL4/ADM/ADORA2A/ALOX5/CCL5/CHGA/CHRM2/CNR1/CTBP2/CYB5R4/DNAJC5/DRD3/EFNA5/F2RL1/GLUL/GSK3B/HCAR2/HFE/IL1RN/KCNB1/KCNQ1/KLF7/LIF/LIN7A/LRRK2/LYN/MCTP1/MCTP2/MIDN/OSM/OXT/P2RX1/PIM3/PNKD/PPP3CA/PPT1/PSEN1/PTGS2/RAB11FIP1/RAB1A/RAB5A/RAF1/SLC8B1/SNAP23/SNCA/SPP1/STX11/STX3/STXBP2/SYK/SYT2/TCF7L2/TCIRG1/TNFRSF11A/TRPM2/TRPV4	57	MEbrown
GO:0006911	GO:0006911	phagocytosis, engulfment	20/1648	127/18903	0.00684112346892091	0.0433811177130388	0.0323394335871486	ARHGAP25/CD300A/CD36/CDC42/F2RL1/FCGR1A/GSN/GULP1/IGHV1-24/IGHV3-72/IGHV3-73/IGLC6/ITGAM/ITGB2/PLCG2/RAB31/RAC1/RAC2/RHOG/XKR8	20	MEbrown
GO:0034976	GO:0034976	response to endoplasmic reticulum stress	35/1648	261/18903	0.00699002870722204	0.0442266505303554	0.0329697551148751	ALOX5/APAF1/ATF6/BAG6/BBC3/BCAP31/BCL2L1/BCL2L11/CASP4/CEBPB/CLGN/DDIT3/DNAJB12/DNAJC3/EDEM2/ERO1A/ERP44/FLOT1/GSK3B/HM13/HSPA1A/LPCAT3/LRRK2/MAP3K5/NFE2L2/NIBAN1/NR1H2/NRBF2/OS9/RCN3/TMBIM6/TMEM33/TMUB2/TRIM25/UBE2J1	35	MEbrown
GO:0001963	GO:0001963	synaptic transmission, dopaminergic	7/1648	27/18903	0.00706704760415657	0.0442266505303554	0.0329697551148751	ADORA2A/ARRB2/DRD3/FLOT1/PNKD/PTGS2/SNCA	7	MEbrown
GO:0042832	GO:0042832	defense response to protozoan	7/1648	27/18903	0.00706704760415657	0.0442266505303554	0.0329697551148751	BCL3/CLEC7A/IL12B/IL4R/LYST/MYD88/SLC11A1	7	MEbrown
GO:2000737	GO:2000737	negative regulation of stem cell differentiation	7/1648	27/18903	0.00706704760415657	0.0442266505303554	0.0329697551148751	ESRRB/GSK3B/JAG1/NFE2L2/NOTCH1/STAT3/ZFP36	7	MEbrown
GO:0043525	GO:0043525	positive regulation of neuron apoptotic process	11/1648	55/18903	0.00710317621273957	0.0442266505303554	0.0329697551148751	BCL2L11/DDIT3/FOXO3/GRN/GSK3A/ITGAM/MAP2K4/MAP3K11/MCL1/RHOA/TYROBP	11	MEbrown
GO:0002679	GO:0002679	respiratory burst involved in defense response	5/1648	15/18903	0.00714713483362729	0.0442266505303554	0.0329697551148751	CYBC1/GRN/HCK/NCF1/PIK3CD	5	MEbrown
GO:0003214	GO:0003214	cardiac left ventricle morphogenesis	5/1648	15/18903	0.00714713483362729	0.0442266505303554	0.0329697551148751	GSK3A/NOTCH1/RBPJ/RYR2/TGFBR2	5	MEbrown
GO:0021554	GO:0021554	optic nerve development	5/1648	15/18903	0.00714713483362729	0.0442266505303554	0.0329697551148751	EPHB1/EXT1/GLI3/LPAR1/TCIRG1	5	MEbrown
GO:1900426	GO:1900426	positive regulation of defense response to bacterium	5/1648	15/18903	0.00714713483362729	0.0442266505303554	0.0329697551148751	CYBA/EMILIN2/F2RL1/GRN/NOD2	5	MEbrown
GO:1905153	GO:1905153	regulation of membrane invagination	5/1648	15/18903	0.00714713483362729	0.0442266505303554	0.0329697551148751	CD300A/CD36/F2RL1/PLCG2/RAB31	5	MEbrown
GO:0046717	GO:0046717	acid secretion	10/1648	48/18903	0.007491669782004	0.0461335081010221	0.0343912651408418	ABAT/DRD3/HRH2/KCNQ1/NTSR1/OPRL1/OXT/SGK1/SLC22A16/SNX10	10	MEbrown
GO:0019370	GO:0019370	leukotriene biosynthetic process	6/1648	21/18903	0.00751010596993383	0.0461335081010221	0.0343912651408418	ALOX5/ALOX5AP/GGT5/LTA4H/MGST2/SYK	6	MEbrown
GO:0097503	GO:0097503	sialylation	6/1648	21/18903	0.00751010596993383	0.0461335081010221	0.0343912651408418	ST3GAL2/ST3GAL6/ST6GALNAC2/ST6GALNAC3/ST6GALNAC4/ST8SIA4	6	MEbrown
GO:0055074	GO:0055074	calcium ion homeostasis	40/1648	309/18903	0.00753463274074926	0.046235959870577	0.0344676401254451	ADM/ATP2B1/ATP2B2/ATP7B/BCAP31/CCL5/CCR2/CORO1A/CYBA/DDIT3/DISC1/DRD3/ERO1A/FAM20A/FKBP1A/KL/LYN/MICU1/NOL3/NTSR1/P2RX1/PDZD8/PLCG2/PRKACA/PSEN1/PTPN6/PTPRC/RYR2/SLC24A4/SLC8A1/SLC8B1/SNCA/SNX10/TCIRG1/TMBIM6/TPCN2/TRPM2/TRPV4/VDR/XCR1	40	MEbrown
GO:0060317	GO:0060317	cardiac epithelial to mesenchymal transition	8/1648	34/18903	0.00762573535510644	0.0465043550485839	0.034667721370278	ADAM15/EFNA1/HEY1/JAG1/NOTCH1/RBPJ/RTN4/TGFBR2	8	MEbrown
GO:0070884	GO:0070884	regulation of calcineurin-NFAT signaling cascade	9/1648	41/18903	0.00770675805448281	0.0467564487115945	0.0348556502827278	CHP1/CLEC7A/GSK3B/HOMER3/NRG1/PLCG2/PPP3CA/PPP3R1/SLC9A1	9	MEbrown
GO:0034109	GO:0034109	homotypic cell-cell adhesion	16/1648	95/18903	0.00777272468497698	0.0469193577485969	0.0349770945022553	ABAT/ACTB/CCL5/CEACAM1/CLIC1/DSC2/EMILIN2/F11R/FERMT3/LYN/PLAUR/PRKCD/PTPN6/SH2B3/SYK/TLN1	16	MEbrown
GO:1904779	GO:1904779	regulation of protein localization to centrosome	4/1648	10/18903	0.00787142156579025	0.0469813013617734	0.0350232717671593	GSK3B/MARK4/NSFL1C/UBXN2B	4	MEbrown
GO:0070507	GO:0070507	regulation of microtubule cytoskeleton organization	23/1648	155/18903	0.00813983464322146	0.0483872511435092	0.0360713687731902	ARHGEF2/BICD2/CHMP1A/CHMP2A/CHMP4B/EFNA5/FES/FGF13/GPSM2/GSK3B/HSPA1A/HSPA1B/MAPRE3/MARK2/MID1IP1/PAK1/PSRC1/RAC1/RHOA/SKA3/SNCA/TACC3/TRPV4	23	MEbrown
GO:0003012	GO:0003012	muscle system process	55/1648	455/18903	0.00826692519715301	0.0488845465571831	0.0364420888664364	ABAT/ARHGEF11/ASPH/ATP2B1/ATP8A2/CFLAR/CHGA/CHRM2/CHRM3/CHRNG/CTDP1/CXCR4/CYBA/DOCK5/DSC2/ENO1/FGF13/FOXO3/G6PD/GAA/GRK2/GSK3A/GSN/GUCY1A1/HDAC4/KCND3/KCNE1/KCNE3/KCNJ2/KCNQ1/LTB4R/MAP2K4/MYBPC3/NOL3/NOTCH1/OXT/P2RX1/PAK2/PPP1R12B/PPP3CA/PRKACA/PTAFR/PTGS2/RHOA/RYR2/SLC8A1/SLC9A1/SPHK1/STAC3/SULF2/TMOD1/TNFRSF1A/TNFRSF1B/TPCN2/TRPV4	55	MEbrown
GO:0097553	GO:0097553	calcium ion transmembrane import into cytosol	26/1648	182/18903	0.00841047180387631	0.0495460893966354	0.0369352509113389	CACNA1E/CORO1A/CYBA/DDIT3/ERO1A/FKBP1A/LYN/NOL3/NTSR1/P2RX1/PLCG2/PPP3CA/PPP3R1/PRKACA/PTPN6/PTPRC/RYR2/SLC24A4/SLC8A1/SLC8B1/SNCA/TMBIM6/TPCN2/TRPM2/TRPV4/XCR1	26	MEbrown
