ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type	
hsa052151	hsa05215	Prostate cancer	15/416	97/8273	8.99E-05	0.003095529	0.002333472	CASP9/CHUK/CREB1/CREB3L3/CREBBP/EP300/KRAS/MAPK1/NFKB1/PDGFRA/PDPK1/PIK3CB/RB1/RELA/TCF7L1	15	green
hsa04024	hsa04024	cAMP signaling pathway	25/416	225/8273	0.00015231	0.00429237	0.003235674	ADCY4/ADRB1/AFDN/ATP1A2/CAMK2G/CNGA4/CREB1/CREB3L3/CREBBP/EP300/FXYD1/GRIA4/GRIN3B/HTR4/MAPK1/NFKB1/PDE4B/PIK3CB/PLD1/PPP1CB/PPP1R12A/RAP1A/RELA/ROCK1/VAV3	25	green
hsa051631	hsa05163	Human cytomegalovirus infection	25/416	225/8273	0.00015231	0.00429237	0.003235674	ADCY4/CASP9/CHUK/CREB1/CREB3L3/FAS/GNA11/GNA13/HLA-A/IFNA5/IL6/KRAS/MAP2K6/MAPK1/NFKB1/PDGFRA/PIK3CB/PLCB2/PRKCB/PTK2B/RB1/RELA/ROCK1/TAPBP/VEGFA	25	green
hsa04022	hsa04022	cGMP-PKG signaling pathway	20/416	167/8273	0.000256817	0.006634447	0.005001179	ADCY4/ADRA2A/ADRB1/ATP1A2/CREB1/CREB3L3/GNA11/GNA13/KCNMB4/MAPK1/MEF2A/MEF2D/PIK3CG/PIK3R5/PLCB2/PPP1CB/PPP1R12A/PRKG1/ROCK1/SRF	20	green
hsa040711	hsa04071	Sphingolipid signaling pathway	16/416	119/8273	0.00028452	0.006784706	0.005114447	CERS2/DEGS1/GNA13/KRAS/MAPK1/NFKB1/PDPK1/PIK3CB/PLCB2/PLD1/PRKCB/RELA/ROCK1/SGPL1/SPTLC1/SPTLC2	16	green
hsa046661	hsa04666	Fc gamma R-mediated phagocytosis	14/416	97/8273	0.000322947	0.007150968	0.005390543	ACTR2/ACTR3/ARPC2/DNM2/INPPL1/MAPK1/MARCKSL1/PIK3CB/PLA2G4F/PLD1/PLPP3/PRKCB/VAV3/WASF2	14	green
hsa052111	hsa05211	Renal cell carcinoma	11/416	69/8273	0.000592254	0.012239914	0.009226693	ARNT/ARNT2/CREBBP/EP300/FLCN/HIF1A/KRAS/MAPK1/PIK3CB/RAP1A/VEGFA	11	green
hsa04912	hsa04912	GnRH signaling pathway	13/416	93/8273	0.000716563	0.013883405	0.010465589	ADCY4/CAMK2G/GNA11/GNRHR/KRAS/MAP2K6/MAP3K1/MAPK1/PLA2G4F/PLCB2/PLD1/PRKCB/PTK2B	13	green
hsa05160	hsa05160	Hepatitis C	18/416	157/8273	0.000871781	0.015897189	0.011983619	CASP9/CHUK/CLDN5/FAS/IFIT1B/IFNA5/KRAS/MAPK1/NFKB1/PIAS1/PIK3CB/PSME3/RB1/RELA/SCARB1/TYK2/YWHAB/YWHAH	18	green
hsa051641	hsa05164	Influenza A	19/416	171/8273	0.000929191	0.015904064	0.011988802	CASP1/CASP9/CHUK/CREBBP/EP300/FAS/IFNA5/IL6/JAK2/KPNA1/MAPK1/NFKB1/PIK3CB/PRKCB/RAB11A/RAB11B/RELA/TNFRSF10B/TYK2	19	green
hsa04919	hsa04919	Thyroid hormone signaling pathway	15/416	121/8273	0.001039768	0.015904064	0.011988802	ATP1A2/CASP9/CREBBP/EP300/HIF1A/KRAS/MAPK1/MED12/MED13/MED13L/NCOA2/PDPK1/PIK3CB/PLCB2/PRKCB	15	green
hsa046211	hsa04621	NOD-like receptor signaling pathway	20/416	186/8273	0.001039812	0.015904064	0.011988802	CARD8/CASP1/CHUK/GABARAPL1/IFI16/IFNA5/IL6/MAPK1/MCU/NEK7/NFKB1/NLRP1/PKN2/PLCB2/RELA/RIPK3/TAB2/TANK/TXN/TYK2	20	green
hsa04270	hsa04270	Vascular smooth muscle contraction	16/416	134/8273	0.001077372	0.015904064	0.011988802	ADCY4/ADORA2B/GNA11/GNA13/KCNMB4/MAPK1/MYH11/MYH9/PLA2G4F/PLCB2/PPP1CB/PPP1R12A/PRKCB/PRKG1/RAMP3/ROCK1	16	green
hsa05231	hsa05231	Choline metabolism in cancer	13/416	98/8273	0.001181259	0.016645017	0.012547347	GPCPD1/HIF1A/KRAS/MAPK1/PCYT1A/PDGFRA/PDPK1/PIK3CB/PLA2G4F/PLD1/PLPP3/PRKCB/WASF2	13	green
hsa052121	hsa05212	Pancreatic cancer	11/416	76/8273	0.001356037	0.018277022	0.013777585	CASP9/CHUK/GADD45B/KRAS/MAPK1/NFKB1/PIK3CB/PLD1/RB1/RELA/VEGFA	11	green
hsa045401	hsa04540	Gap junction	12/416	88/8273	0.001418505	0.018322356	0.013811759	ADCY4/ADRB1/CSNK1D/GNA11/KRAS/MAPK1/PDGFRA/PLCB2/PRKCB/PRKG1/TJP1/TUBA3D	12	green
hsa04916	hsa04916	Melanogenesis	13/416	101/8273	0.001564958	0.019405478	0.014628238	ADCY4/CAMK2G/CREB1/CREB3L3/CREBBP/EP300/KRAS/MAPK1/PLCB2/PRKCB/TCF7L1/WNT11/WNT9A	13	green
hsa046681	hsa04668	TNF signaling pathway	14/416	114/8273	0.001658245	0.019771386	0.014904067	CHUK/CREB1/CREB3L3/FAS/IL6/MAP2K6/MAPK1/MLKL/NFKB1/PIK3CB/RELA/RIPK3/RPS6KA5/TAB2	14	green
hsa049351	hsa04935	"Growth hormone synthesis, secretion and action"	14/416	120/8273	0.002700472	0.031005416	0.023372504	ADCY4/CREB1/CREB3L3/CREBBP/EP300/GNA11/JAK2/KRAS/MAP2K6/MAP3K1/MAPK1/PIK3CB/PLCB2/PRKCB	14	green
hsa041371	hsa04137	Mitophagy - animal	10/416	72/8273	0.003029164	0.032380723	0.024409238	ATG9A/GABARAPL1/HIF1A/KRAS/RELA/RHOT1/TBC1D15/UBA52/UBB/USP15	10	green
hsa052231	hsa05223	Non-small cell lung cancer	10/416	72/8273	0.003029164	0.032380723	0.024409238	CASP9/GADD45B/KRAS/MAPK1/PDPK1/PIK3CB/PRKCB/RASSF5/RB1/STK4	10	green
hsa052031	hsa05203	Viral carcinogenesis	20/416	204/8273	0.003156482	0.032616979	0.024587332	ACTN4/CHD4/CREB1/CREB3L3/CREBBP/DDX3X/EP300/GTF2H2C/HLA-A/HNRNPK/KRAS/MAPK1/NFKB1/PIK3CB/RB1/REL/RELA/SRF/YWHAB/YWHAH	20	green
hsa046111	hsa04611	Platelet activation	14/416	124/8273	0.003657251	0.036572512	0.027569092	ADCY4/GNA13/LCP2/MAPK1/PIK3CB/PIK3CG/PIK3R5/PLA2G4F/PLCB2/PPP1CB/PPP1R12A/PRKG1/RAP1A/ROCK1	14	green
hsa051451	hsa05145	Toxoplasmosis	13/416	112/8273	0.003953749	0.038301939	0.028872769	CASP9/CHUK/JAK2/LY96/MAP2K6/MAPK1/NFKB1/PDPK1/PIK3CG/PIK3R5/RELA/TAB2/TYK2	13	green
hsa04725	hsa04725	Cholinergic synapse	13/416	113/8273	0.004269802	0.040110262	0.030235919	ADCY4/CAMK2G/CREB1/CREB3L3/GNA11/JAK2/KRAS/MAPK1/PIK3CB/PIK3CG/PIK3R5/PLCB2/PRKCB	13	green
hsa04261	hsa04261	Adrenergic signaling in cardiomyocytes	16/416	154/8273	0.004517048	0.040927829	0.030852217	ADCY4/ADRB1/ATP1A2/CACNG1/CACNG4/CAMK2G/CREB1/CREB3L3/MAPK1/MYL3/PIK3CG/PIK3R5/PLCB2/PPP1CB/RPS6KA5/TPM3	16	green
hsa00600	hsa00600	Sphingolipid metabolism	8/416	53/8273	0.004620884	0.040927829	0.030852217	ARSA/CERS2/DEGS1/HEXB/PLPP3/SGPL1/SPTLC1/SPTLC2	8	green
hsa04934	hsa04934	Cushing syndrome	16/416	155/8273	0.004811613	0.041433331	0.031233275	ADCY4/APC/ARNT/CAMK2G/CREB1/CREB3L3/GNA11/KMT2D/MAPK1/PLCB2/RAP1A/RB1/SCARB1/TCF7L1/WNT11/WNT9A	16	green
hsa048101	hsa04810	Regulation of actin cytoskeleton	21/416	229/8273	0.005515533	0.046211222	0.034834945	ACTN4/ACTR2/ACTR3/APC/ARPC2/GNA13/ITGA1/ITGA11/ITGAD/KRAS/MAPK1/MYH11/MYH9/PDGFRA/PIK3CB/PPP1CB/PPP1R12A/ROCK1/SSH1/VAV3/WASF2	21	green
hsa04720	hsa04720	Long-term potentiation	9/416	67/8273	0.006029845	0.04919084	0.03708104	CAMK2G/CREBBP/EP300/KRAS/MAPK1/PLCB2/PPP1CB/PRKCB/RAP1A	9	green
hsa041421	hsa04142	Lysosome	14/416	132/8273	0.006399124	0.049716639	0.037477399	AP1G1/AP3S2/ARSA/ARSG/ATP6AP1/CLN3/CLTC/CTSE/GALNS/GGA3/HEXB/IDS/MANBA/TPP1	14	green
hsa051311	hsa05131	Shigellosis	22/416	247/8273	0.00641505	0.049716639	0.037477399	ACTN4/ACTR2/ACTR3/ARPC2/CASP1/CD44/CHUK/ELMO1/MAPK1/NFKB1/PIK3CB/PLCB2/RELA/ROCK1/RPS6KA5/TAB2/TECPR1/U2AF1/UBA52/UBB/WASF2/WIPI2	22	green
GO:0030198	GO:0030198	extracellular matrix organization	82/1713	393/18862	5.20E-13	1.77E-09	1.66E-09	ADAMTS14/ADAMTS16/ADAMTS7/ADAMTSL1/AGT/ANGPTL7/ANTXR1/APLP1/BGN/CAV1/CAV2/CCDC80/CCN1/COL10A1/COL11A1/COL12A1/COL14A1/COL15A1/COL16A1/COL17A1/COL1A2/COL22A1/COL23A1/COL3A1/COL4A1/COL4A5/COL6A3/COL8A1/COL9A1/CTSG/CTSL/EGFL6/ELANE/FAP/FERMT1/FGB/FGF2/FMOD/FN1/GAS2/GREM1/ICAM5/ITGA7/ITGA8/JAM2/KDR/KIF9/KLK7/LAMA4/LAMB3/LOXL1/LOXL4/MATN4/MFAP2/MFAP5/MIA/MMP1/MMP15/MMP2/NDNF/NID1/NOX1/NPHS1/POSTN/RAMP2/SMOC1/SMOC2/SULF1/TGFB2/THSD4/TLL2/TMPRSS6/TNC/TNFRSF11B/TNR/TNXA/TNXB/VCAM1/VTN/VWA1/VWF/WT1	82	grey
GO:0043062	GO:0043062	extracellular structure organization	82/1713	394/18862	5.99E-13	1.77E-09	1.66E-09	ADAMTS14/ADAMTS16/ADAMTS7/ADAMTSL1/AGT/ANGPTL7/ANTXR1/APLP1/BGN/CAV1/CAV2/CCDC80/CCN1/COL10A1/COL11A1/COL12A1/COL14A1/COL15A1/COL16A1/COL17A1/COL1A2/COL22A1/COL23A1/COL3A1/COL4A1/COL4A5/COL6A3/COL8A1/COL9A1/CTSG/CTSL/EGFL6/ELANE/FAP/FERMT1/FGB/FGF2/FMOD/FN1/GAS2/GREM1/ICAM5/ITGA7/ITGA8/JAM2/KDR/KIF9/KLK7/LAMA4/LAMB3/LOXL1/LOXL4/MATN4/MFAP2/MFAP5/MIA/MMP1/MMP15/MMP2/NDNF/NID1/NOX1/NPHS1/POSTN/RAMP2/SMOC1/SMOC2/SULF1/TGFB2/THSD4/TLL2/TMPRSS6/TNC/TNFRSF11B/TNR/TNXA/TNXB/VCAM1/VTN/VWA1/VWF/WT1	82	grey
GO:00452291	GO:0045229	external encapsulating structure organization	82/1713	396/18862	7.96E-13	1.77E-09	1.66E-09	ADAMTS14/ADAMTS16/ADAMTS7/ADAMTSL1/AGT/ANGPTL7/ANTXR1/APLP1/BGN/CAV1/CAV2/CCDC80/CCN1/COL10A1/COL11A1/COL12A1/COL14A1/COL15A1/COL16A1/COL17A1/COL1A2/COL22A1/COL23A1/COL3A1/COL4A1/COL4A5/COL6A3/COL8A1/COL9A1/CTSG/CTSL/EGFL6/ELANE/FAP/FERMT1/FGB/FGF2/FMOD/FN1/GAS2/GREM1/ICAM5/ITGA7/ITGA8/JAM2/KDR/KIF9/KLK7/LAMA4/LAMB3/LOXL1/LOXL4/MATN4/MFAP2/MFAP5/MIA/MMP1/MMP15/MMP2/NDNF/NID1/NOX1/NPHS1/POSTN/RAMP2/SMOC1/SMOC2/SULF1/TGFB2/THSD4/TLL2/TMPRSS6/TNC/TNFRSF11B/TNR/TNXA/TNXB/VCAM1/VTN/VWA1/VWF/WT1	82	grey
GO:0034329	GO:0034329	cell junction assembly	80/1713	425/18862	2.21E-10	3.70E-07	3.46E-07	ACE2/ACHE/ACTN2/ACTN3/ACVRL1/ADGRL2/AGT/APOD/ARHGAP6/BDNF/BHLHB9/CAV1/CDH11/CDH19/CDH2/CDH20/CDH8/CLDN11/CLDN20/CLDN23/CLDN24/CLDN3/CLDN6/COL16A1/COL17A1/CUX2/DLC1/DRD2/EPB41L3/ERBB4/ESAM/FAM107A/FBLIM1/FLNC/FN1/GABRB2/GJA1/GJB6/GJD3/GPBAR1/GPC6/GREM1/GRHL2/IGFN1/KDR/KIRREL3/KRT5/LAMB3/LHFPL4/LRRC24/LRRC4B/LRRTM1/LRRTM2/LRTM2/MARVELD3/MYOC/NLGN4X/NLGN4Y/PARD6A/PCDH17/PCDHB10/PCDHB11/PCDHB14/PCDHB4/PCDHB9/PCLO/PKP1/PKP3/POU4F1/PPP1R9A/RAB13/RAMP2/RHOD/SHANK2/SNAI1/SNAI2/THY1/TPBG/VSTM5/WNT4	80	grey
GO:0098742	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	58/1713	273/18862	6.49E-10	8.68E-07	8.10E-07	APOA1/CADM3/CDH11/CDH17/CDH19/CDH2/CDH20/CDH3/CDH8/CDHR4/CDHR5/CEACAM8/CLDN11/CLDN20/CLDN23/CLDN3/CLDN6/CNTN2/CRB2/CXADR/DCHS2/DSC3/DSG2/DSG3/ESAM/FAT2/GPC6/HMCN1/IGFN1/IL10/KIRREL3/LRRC4B/MYOT/NECTIN3/NECTIN4/PCDH17/PCDH18/PCDH20/PCDH8/PCDHB10/PCDHB11/PCDHB14/PCDHB15/PCDHB4/PCDHB9/PCDHGA12/PCDHGA3/PCDHGA8/PCDHGA9/PCDHGC3/PTPRF/ROBO1/SPARCL1/TENM2/TENM4/TGFB2/VCAM1/VSTM2L	58	grey
GO:0007517	GO:0007517	muscle organ development	58/1713	317/18862	1.84E-07	0.000175625	0.000163821	ACTA1/ACTN3/ANKRD1/ASS1/BMP10/BMP4/BORCS8-MEF2B/CAV1/CAV2/CHODL/CHRNA1/CHRND/CNTF/COL11A1/COL6A3/COPRS/CRYAB/CTF1/CYP26B1/DLL4/DSP/GSC/HEYL/IGF2/ITGA7/ITGB1BP2/JPH1/JPH2/KLHL41/MEGF10/MEOX2/MKX/MRAS/MYH14/MYH15/MYH7/MYLK2/MYLPF/MYMX/MYORG/NPHS1/NUPR1/PITX1/POU4F1/RYR1/SAP30/SGCG/SHH/SHOX2/SMO/TCAP/TEAD4/TGFB2/TLL2/TWIST1/USP2/WT1/ZFPM2	58	grey
GO:0048880	GO:0048880	sensory system development	63/1713	369/18862	7.06E-07	0.000590378	0.000550699	ACHE/ACVRL1/ALDH1A3/ANGPTL7/ARHGEF15/BIRC7/BMP4/BMPR1B/C1QA/C3/CHRDL1/CNTF/COL4A1/COL8A1/CRB2/CRYAB/CRYBB1/CRYBB3/CRYGN/CYP1A1/DLL4/DLX2/DRD2/EFEMP1/FGF2/FJX1/FOXE3/GRHL2/GRHL3/HPCA/IGFN1/INHBA/KRT12/MEIS3P1/MFAP2/MFAP5/MITF/MYH15/NECTIN3/NR2E3/OSR2/P2RY12/PDE6A/POU4F1/PRPH2/RARB/RD3/RHOJ/SHH/SIX3/SLC17A7/SLC39A5/SMOC1/SOX2/SPRY1/TGFB2/THY1/TMEM132E/TULP1/TWIST1/VSX1/WNT5B/WT1	63	grey
GO:0050808	GO:0050808	synapse organization	68/1713	412/18862	9.21E-07	0.000685071	0.000639027	ABHD17C/ACHE/ADGRL2/ARC/ARHGEF15/BDNF/BHLHB9/C1QA/C1QB/C1QL1/C3/CDH2/CDH8/CHRNA1/CNTN2/COL4A1/COL4A5/CUX2/DRD2/ERBB4/FZD9/GABRB2/GPC6/IGFN1/IL10/INA/ITPKA/KIRREL3/LHFPL4/LRRC24/LRRC4B/LRRTM1/LRRTM2/LRTM2/MYOT/NEDD4/NLGN4X/NLGN4Y/PAK3/PCDH17/PCDH8/PCDHB10/PCDHB11/PCDHB14/PCDHB4/PCDHB9/PCDHGC3/PCLO/PDZRN3/POU4F1/PPP1R9A/PTPRF/RELN/SEZ6/SHANK2/SHISA7/SLC8A3/SNCB/SNCG/SPARCL1/TMEM108/TNC/TNR/TPBG/UNC13A/VSTM5/WASF3/ZDHHC15	68	grey
GO:0045216	GO:0045216	cell-cell junction organization	41/1713	209/18862	1.83E-06	0.001113832	0.00103897	ACE2/AGT/CADM2/CADM3/CAV1/CDH11/CDH17/CDH19/CDH2/CDH20/CDH3/CDH8/CLDN11/CLDN20/CLDN23/CLDN24/CLDN3/CLDN6/CXADR/DSG2/DSP/EPB41L3/ESAM/GJA1/GJB6/GJD3/GPBAR1/GRHL2/INAVA/MARVELD3/NECTIN3/NECTIN4/NLGN4X/PARD6A/PKP1/PKP3/RAB13/RAMP2/SNAI1/SNAI2/TGFB2	41	grey
GO:0006936	GO:0006936	muscle contraction	59/1713	352/18862	2.89E-06	0.001613795	0.00150533	ACE2/ACTA1/ACTG2/ACTN2/ACTN3/ADORA1/ADRA1B/ADRA2B/ANK2/BDKRB2/BMP10/CACNA2D1/CALCA/CALCRL/CALD1/CAV1/CHRNA1/CHRND/CKMT2/CRYAB/DRD2/DSG2/DSP/GJA1/GPER1/GSTO1/HTR2A/HTR2B/HTR7/JSRP1/KCNE5/KCNJ12/KCNJ3/KCNJ5/KCNJ8/KLHL41/MB/MYBPC1/MYH14/MYH7/MYLK2/MYLPF/MYOT/NPPA/PGAM2/PLN/PTGER3/PVALEF/RYR1/SCN2B/SCNN1B/SLC8A3/SPX/SSTR2/SULF1/TACR1/TCAP/TNNI3K/TRPM4	59	grey
GO:0006959	GO:0006959	humoral immune response	60/1713	380/18862	1.61E-05	0.006749155	0.006295539	ACOD1/AZU1/BPIFB2/C1QA/C1QB/C1S/C2/C3/C7/C9/CFB/COLEC11/CTSG/CXCL13/CXCL14/CXCL3/CXCL5/CXCL6/DEFA4/DMBT1/EBI3/ELANE/F2/FGB/IFNK/IGHV1-45/IGHV1-69/IGHV2-70/IGHV3-11/IGHV3-21/IGHV3-53/IGHV3-64/IGHV4-31/IGHV4-4/IGHV4-61/IGHV5-10-1/IGHV6-1/IGKV2-40/IGKV2D-30/IGKV3D-11/IGKV5-2/IGLL1/IGLV1-51/IGLV2-11/IGLV2-23/IGLV3-21/IGLV3-27/ITLN1/KLK7/MASP1/PGC/PGLYRP3/PLA2G2A/PRSS3/S100A7/VTN/WFDC12/WFDC2/WFDC3/WFDC5	60	grey
GO:0072376	GO:0072376	protein activation cascade	11/1713	28/18862	1.68E-05	0.006749155	0.006295539	APOH/F10/F2/F3/F8/FGB/FN1/GP1BA/SERPINC1/TFPI/VWF	11	grey
GO:0072378	GO:0072378	"blood coagulation, fibrin clot formation"	11/1713	28/18862	1.68E-05	0.006749155	0.006295539	APOH/F10/F2/F3/F8/FGB/FN1/GP1BA/SERPINC1/TFPI/VWF	11	grey
GO:0042391	GO:0042391	regulation of membrane potential	66/1713	431/18862	1.71E-05	0.006749155	0.006295539	ACTN2/ADORA1/ALOX12/ANK2/ATP1B2/BAD/BEST2/CACNA2D1/CAV1/CHRFAM7A/CHRNA1/CHRNA2/CHRNA5/CHRND/CUX2/CXADR/DRD2/DSG2/DSP/FZD9/GABRB2/GABRD/GABRR1/GJA1/GLRA3/GNA14/GPER1/GPR88/GRIA3/GRIK4/GRIN2D/GRM1/HTR3A/KCNE5/KCNH1/KCNJ3/KCNJ5/KCNJ8/KCNK15/KCNK17/KCNK9/KCNQ3/KDR/MYH14/MYOC/NALCN/NEDD4/NLGN4X/NPPA/OPRM1/PIEZO2/PLN/PPP1R9A/PTPN3/PYCR1/RELN/SCN2A/SCN2B/SEZ6/SHANK2/SLC1A6/SLC25A27/SLC8A3/TMEM108/TRPM4/ZACN	66	grey
GO:0006958	GO:0006958	"complement activation, classical pathway"	29/1713	141/18862	2.25E-05	0.008384588	0.007821052	C1QA/C1QB/C1S/C2/C3/C7/C9/IGHV1-45/IGHV1-69/IGHV2-70/IGHV3-11/IGHV3-21/IGHV3-53/IGHV3-64/IGHV4-31/IGHV4-4/IGHV4-61/IGHV5-10-1/IGHV6-1/IGKV2-40/IGKV2D-30/IGKV3D-11/IGKV5-2/IGLL1/IGLV1-51/IGLV2-11/IGLV2-23/IGLV3-21/IGLV3-27	29	grey
GO:0003073	GO:0003073	regulation of systemic arterial blood pressure	21/1713	90/18862	4.32E-05	0.013757929	0.012833248	ACE2/ADAMTS16/ADORA1/ADRA1B/AGT/AR/AVPR1A/AVPR2/CALCA/CTSG/CYP4F2/DDAH1/DRD2/EMP2/ENPEP/GJA1/NOX1/NPPA/POSTN/RASL10B/SPX	21	grey
GO:0007416	GO:0007416	synapse assembly	32/1713	173/18862	7.89E-05	0.019581984	0.018265862	ACHE/ADGRL2/BDNF/BHLHB9/CDH2/CUX2/DRD2/ERBB4/GABRB2/GPC6/IGFN1/KIRREL3/LHFPL4/LRRC24/LRRC4B/LRRTM1/LRRTM2/LRTM2/NLGN4X/NLGN4Y/PCDH17/PCDHB10/PCDHB11/PCDHB14/PCDHB4/PCDHB9/PCLO/POU4F1/PPP1R9A/SHANK2/TPBG/VSTM5	32	grey
GO:0034754	GO:0034754	cellular hormone metabolic process	27/1713	136/18862	8.09E-05	0.019581984	0.018265862	AANAT/AKR1B10/AKR1C1/AKR1C2/ALDH1A3/CYP11A1/CYP17A1/CYP19A1/CYP1A1/CYP21A2/CYP26B1/CYP2W1/CYP3A4/CYP3A7/DHRS2/DKK3/HSD17B10/HSD17B14/LHB/PPARGC1A/RBP1/SDR16C5/SHH/STAR/SULT1E1/UGT2B17/WNT4	27	grey
GO:00315891	GO:0031589	cell-substrate adhesion	55/1713	359/18862	8.26E-05	0.019581984	0.018265862	ACTN2/ACTN3/ACVRL1/ANTXR1/APOA1/APOD/ARHGAP6/ATP1B2/ATRNL1/AXL/CCDC80/CCL25/CCN1/COL16A1/COL17A1/COL26A1/COL3A1/COL8A1/CSPG5/DLC1/EDA/EDIL3/EGFL6/EMP2/FAM107A/FAT2/FERMT1/FGB/FN1/FREM1/FUT1/GREM1/HOXA7/ITGA7/ITGA8/KDR/LAMB3/LGALS1/LYPD5/MSLN/MYOC/NDNF/NID1/ONECUT2/PARVB/POSTN/RHOD/SPRY4/THY1/TNN/VCAM1/VTN/VWA2/VWF/WNT4	55	grey
GO:0014706	GO:0014706	striated muscle tissue development	54/1713	351/18862	8.54E-05	0.019581984	0.018265862	ACTA1/ACTN2/ACTN3/ANKRD1/BMP10/BMP4/CAV1/CAV2/CHRNA1/CHRND/COL11A1/CXADR/CYP26B1/DLL4/DSG2/DSP/ERBB4/FGF2/GJA1/GREM1/HEYL/IGF2/JPH2/KLHL41/MEGF10/MEOX2/MYH14/MYH15/MYH7/MYLK2/MYLPF/MYO18B/MYORG/NEBL/NPHS1/NUPR1/PITX1/PLN/POU4F1/RARB/RYR1/SAP30/SGCG/SHH/SHOX2/SMO/TCAP/TENM4/TGFB2/TLL2/TWIST1/WT1/YAP1/ZFPM2	54	grey
GO:2000241	GO:2000241	regulation of reproductive process	30/1713	159/18862	8.96E-05	0.019581984	0.018265862	AR/ASTL/BMP4/BNC1/CDC25C/CFAP69/FAM170B/GCM1/GDF9/GJA1/INHBA/NKX3-1/NOX5/NPM2/NUPR1/OOEP/PHLDA2/POMZP3/PRDM7/RGN/SHH/SNAI1/SULF1/SYDE1/TAC4/TACR1/WEE2/WNT4/WT1/ZFPM2	30	grey
GO:0051480	GO:0051480	regulation of cytosolic calcium ion concentration	53/1713	344/18862	9.51E-05	0.019892663	0.018555661	ACKR2/ADORA1/ADRA1B/ANK2/APLNR/ATP2B3/AVPR1A/BDKRB2/CACNA2D1/CALCA/CAV1/CAV2/CCL1/CCL19/CXCL13/DRD2/EPO/F2/F2RL2/F2RL3/FFAR4/FGF2/FPR3/FZD9/GJA1/GPER1/GPR17/GPR20/GRIN2D/GRM1/GSTO1/HAP1/HTR1B/HTR2A/HTR2B/IL13/JPH1/JPH2/JSRP1/LPAR4/P2RY4/PLN/PTGER3/PTGIR/RYR1/SAA1/SLC8A3/TAC4/TACR1/THY1/TRPM1/TRPM4/TRPV6	53	grey
GO:0002920	GO:0002920	regulation of humoral immune response	27/1713	138/18862	0.000104872	0.021097274	0.019679308	ACOD1/C1QA/C1QB/C1S/C2/C3/C7/C9/CFB/CXCL13/F2/IGHV1-69/IGHV2-70/IGHV3-11/IGHV3-53/IGKV2-40/IGKV2D-30/IGKV3D-11/IGKV5-2/IGLV1-51/IGLV2-11/IGLV2-23/IGLV3-21/IGLV3-27/KLK7/PGC/VTN	27	grey
GO:0070944	GO:0070944	neutrophil-mediated killing of bacterium	5/1713	7/18862	0.000110325	0.021097274	0.019679308	AZU1/CTSG/CXCL6/ELANE/F2	5	grey
GO:0007200	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	22/1713	103/18862	0.000118245	0.021389484	0.019951879	ACTN2/ADRA1B/AGT/CALCA/DRD2/F2/F2RL2/F2RL3/FFAR4/FPR3/GNA14/GPR17/GPR20/GRM1/HTR2A/HTR2B/LPAR4/OPRM1/P2RY12/P2RY4/PTGER3/TACR1	22	grey
GO:0022898	GO:0022898	regulation of transmembrane transporter activity	43/1713	268/18862	0.000169519	0.027673012	0.025813086	ACE2/ACTN2/ANK2/ARC/ATP1B2/CACNA2D1/CAV1/CBARP/CLTRN/DLG2/DRD2/EPO/FGF11/GEM/GJA1/GRIA3/GSTO1/HAP1/HPCA/HTR3A/JPH1/JPH2/JSRP1/KCNE5/KCNRG/KCNS2/NEDD4/NPPA/OPRM1/PCSK9/PLN/PPARGC1A/PTPN3/RASGRF1/RELN/RGN/SCN2B/SHANK2/SHISA7/SHISA9/SLC6A9/TWIST1/WNK4	43	grey
GO:0099504	GO:0099504	synaptic vesicle cycle	31/1713	177/18862	0.000281274	0.039220198	0.036584176	ADCY1/AMPH/BRSK2/CDH2/CHRNA5/CPLX2/CSPG5/DNM1/DOC2B/DRD2/HTR1B/HTR2A/NLGN4X/NLGN4Y/P2RY4/PCDH17/PCLO/PRKCG/RAB3B/SLC17A7/SLC18A1/SNAP25/SNCB/SNCG/STX19/SYT1/SYT5/SYT6/SYT8/SYT9/UNC13A	31	grey
GO:2001257	GO:2001257	regulation of cation channel activity	31/1713	177/18862	0.000281274	0.039220198	0.036584176	ACTN2/ANK2/ARC/CACNA2D1/CAV1/CBARP/DLG2/DRD2/EPO/FGF11/GEM/GRIA3/GSTO1/HAP1/HPCA/JPH1/JPH2/JSRP1/KCNE5/KCNRG/KCNS2/NPPA/OPRM1/PLN/PPARGC1A/RASGRF1/RELN/SHANK2/SHISA7/SHISA9/SLC6A9	31	grey
GO:0032409	GO:0032409	regulation of transporter activity	44/1713	283/18862	0.000293138	0.040040263	0.037349124	ACE2/ACTN2/ANK2/ARC/ATP1B2/CACNA2D1/CAV1/CBARP/CLTRN/DLG2/DRD2/EPO/FGF11/GEM/GJA1/GRIA3/GSTO1/HAP1/HPCA/HTR3A/JPH1/JPH2/JSRP1/KCNE5/KCNRG/KCNS2/NEDD4/NPPA/OPRM1/PCSK9/PLN/PON1/PPARGC1A/PTPN3/RASGRF1/RELN/RGN/SCN2B/SHANK2/SHISA7/SHISA9/SLC6A9/TWIST1/WNK4	44	grey
